Approved Symbol	Previous Symbols	Synonyms
IGHVII-51-2		IGHV(II)-51-2
IGHVII-53-1		IGHV(II)-53-1
IGHVII-60-1		IGHV(II)-60-1
IGHVII-62-1		IGHV(II)-62-1
IGHVII-65-1		IGHV(II)-65-1
IGHVII-67-1		IGHV(II)-67-1
IGHVII-74-1		IGHV(II)-74-1
IGHVII-78-1		IGHV(II)-78-1
IGHVIII-2-1		IGHV(III)-2-1
IGHVIII-5-1		IGHV(III)-5-1
IGHVIII-5-2		IGHV(III)-5-2
IGHVIII-11-1		IGHV(III)-11-1
IGHVIII-13-1		IGHV(III)-13-1
IGHVIII-16-1		IGHV(III)-16-1
IGHVIII-22-2		IGHV(III)-22-2
IGHVIII-25-1		IGHV(III)-25-1
IGHVIII-26-1		IGHV(III)-26-1
IGHVIII-38-1		IGHV(III)-38-1
IGHVIII-44		IGHV(III)-44
IGHVIII-47-1		IGHV(III)-47-1
IGHVIII-51-1		IGHV(III)-51-1
IGHVIII-67-2		IGHV(III)-67-2
IGHVIII-67-3		IGHV(III)-67-3
IGHVIII-67-4		IGHV(III)-67-4
IGHVIII-76-1		IGHV(III)-76-1
IGHVIII-82		IGHV(III)-82
IGHVIV-44-1		IGHV(IV)-44-1
IGHVOR15@~withdrawn		
IGHVOR16@~withdrawn		
IGHV~withdrawn		
IGIP	C5orf53	LOC492311
IGJP1		
IGK	IGK@	
IGKC		HCAK1
IGKDEL	IGKDE	
IGKJ1		J1
IGKJ2		J2
IGKJ3		
IGKJ4		
IGKJ5		
IGKJ@~withdrawn		
IGKJRB1~withdrawn		
IGKJRBP1~withdrawn		
IGKJRBP2~withdrawn		
IGKV1-5		
IGKV1-6		
IGKV1-8		IGKV18, L9
IGKV1-9		IGKV19, L8
IGKV1-12		IGKV112, L19
IGKV1-13		
IGKV1-16		IGKV116, L1
IGKV1-17		IGKV117, A30
IGKV1-22		
IGKV1-27		IGKV127, A20
IGKV1-32		
IGKV1-33		IGKV133, O18
IGKV1-35		
IGKV1-37		IGKV137, O14
IGKV1-39		
IGKV1@~withdrawn		
IGKV1D-8		
IGKV1D-12		
IGKV1D-13		
IGKV1D-16		
IGKV1D-17		
IGKV1D-22		
IGKV1D-27		
IGKV1D-32		
IGKV1D-33		
IGKV1D-35		
IGKV1D-37		IGKV1D37, O4
IGKV1D-39		
IGKV1D-42		
IGKV1D-43		
IGKV1OR-2	IGKVPZ2	IGKV1/OR-2
IGKV1OR-3	IGKVPZ3	IGKV1/OR-3
IGKV1OR-4	IGKVPZ4	IGKV1/OR-4
IGKV1OR1-1	IGKVP1	IGKV1/OR1-1
IGKV1OR2-0		IGKV1/OR2-0
IGKV1OR2-1	IGKVPZ1, IGKV1OR-1	IGKV1/OR-1, IGKV1/OR2-1
IGKV1OR2-2		IGKV1/OR2-2
IGKV1OR2-3		IGKV1/OR2-3
IGKV1OR2-6		IGKV1/OR2-6
IGKV1OR2-9		IGKV1/OR2-9
IGKV1OR2-11		IGKV1/OR2-11
IGKV1OR2-108		IGKV1/OR2-108, IGKV1OR2108, IGO1
IGKV1OR2-118		IGKV1/OR2-118
IGKV1OR9-1		IGKV1/OR9-1
IGKV1OR9-2		IGKV1/OR9-2
IGKV1OR10-1		IGKV1/OR10-1
IGKV1OR15-118	IGKVP2	IGKV1/OR-118, IGKV1/OR15-118
IGKV1OR22-1	IGKVP5	IGKV1/OR22-1
IGKV1OR22-5	IGKVP7, IGKV1OR22-5A	IGKV1/OR22-5, IGKV1/OR22-5A
IGKV1OR22-5A~withdrawn		
IGKV1ORY-1		IGKV1/ORY-1
IGKV1~withdrawn		
IGKV2-4		
IGKV2-10		
IGKV2-14		
IGKV2-18		
IGKV2-19		
IGKV2-23		
IGKV2-24		
IGKV2-26		
IGKV2-28		
IGKV2-29		
IGKV2-30		
IGKV2-36		
IGKV2-38		
IGKV2-40		
IGKV2@~withdrawn		
IGKV2D-10		
IGKV2D-14		
IGKV2D-18		
IGKV2D-19		
IGKV2D-23		
IGKV2D-24		
IGKV2D-26		
IGKV2D-28		
IGKV2D-29		
IGKV2D-30		
IGKV2D-36		
IGKV2D-38		
IGKV2D-40		
IGKV2OR2-1	IGKV2OR2-1A	IGKV2/OR2-1, IGKV2/OR2-1A
IGKV2OR2-1A~withdrawn		
IGKV2OR2-2		IGKV2/OR2-2
IGKV2OR2-4		IGKV2/OR2-4
IGKV2OR2-7		IGKV2/OR2-7
IGKV2OR2-7D		IGKV2/OR2-7D
IGKV2OR2-8		IGKV2/OR2-8
IGKV2OR2-10		IGKV2/OR2-10
IGKV2OR22-3	IGKVP4	IGKV2/OR22-3
IGKV2OR22-4	IGKVP6	IGKV2/OR22-4
IGKV2~withdrawn		
IGKV3-7		
IGKV3-11		
IGKV3-15		
IGKV3-20		
IGKV3-25		
IGKV3-31		
IGKV3-34		
IGKV3@~withdrawn		
IGKV3D-7		
IGKV3D-11		
IGKV3D-15		
IGKV3D-20		
IGKV3D-25		
IGKV3D-31		
IGKV3D-34		
IGKV3OR2-5		IGKV3/OR2-5
IGKV3OR2-268	IGKV268, IGKV3OR2-268A	IGKV3/OR2-268, IGKV3/OR2-268A
IGKV3OR2-268A~withdrawn		
IGKV3OR22-2	IGKVP3	IGKV3/OR22-2
IGKV3~withdrawn		
IGKV4-1		IGKV41, B3
IGKV5-2		IGKV52, B2
IGKV6-21		IGKV621, A26
IGKV6D-21		IGKV6D21, A10
IGKV6D-41		
IGKV7-3		
IGKV268~withdrawn		
IGKV@~withdrawn		
IGKVOR2@~withdrawn		
IGKVP1~withdrawn		
IGKVP2~withdrawn		
IGKVP3~withdrawn		
IGKVP4~withdrawn		
IGKVP5~withdrawn		
IGKVP6~withdrawn		
IGKVP7~withdrawn		
IGKVP@~withdrawn		
IGKVPZ1~withdrawn		
IGKVPZ2~withdrawn		
IGKVPZ3~withdrawn		
IGKVPZ4~withdrawn		
IGKV~withdrawn		
IGL	IGL@	
IGLC1	IGLC	
IGLC2	IGLC	
IGLC3	IGLC	
IGLC4	IGLC	
IGLC5	IGLC	
IGLC6	IGLC	
IGLC7		
IGLC@~withdrawn		
IGLCOR22-1		IGLC/OR22-1
IGLCOR22-2		IGLC/OR22-2
IGLJ1		
IGLJ2		
IGLJ3		
IGLJ4		
IGLJ5		
IGLJ6		
IGLJ7		
IGLJ@~withdrawn		
IGLJCOR18		IGLJ-COR18, IGLJ-C/OR18
IGLL1	IGLL	IGVPB, IGL5, 14.1, CD179B
IGLL2P	IGLL2	FLAMBDA1, 16.2, IGLL1P
IGLL3P	IGLL3	16.1
IGLL4P	IGLL4	
IGLL5		
IGLON5		LOC402665
IGLP1		
IGLP2		
IGLV1-36		
IGLV1-40		
IGLV1-41		
IGLV1-44		
IGLV1-47		
IGLV1-50		
IGLV1-51		
IGLV1-62		
IGLV2-5		
IGLV2-8		
IGLV2-11		
IGLV2-14		
IGLV2-18		
IGLV2-23		
IGLV2-28		
IGLV2-33		
IGLV2-34		
IGLV3-1		
IGLV3-2		
IGLV3-4		
IGLV3-6		
IGLV3-7		
IGLV3-9		
IGLV3-10		
IGLV3-12		
IGLV3-13		
IGLV3-15		
IGLV3-16		
IGLV3-17		
IGLV3-19		
IGLV3-21		
IGLV3-22		
IGLV3-24		
IGLV3-25		
IGLV3-26		
IGLV3-27		
IGLV3-29		
IGLV3-30		
IGLV3-31		
IGLV3-32		
IGLV4-3		
IGLV4-60		
IGLV4-69		
IGLV5-37		
IGLV5-39		
IGLV5-45		
IGLV5-48		
IGLV5-52		
IGLV6-57		
IGLV7-35		
IGLV7-43		
IGLV7-46		
IGLV8-61		
IGLV8OR8-1		IGLV8/OR8-1
IGLV9-49		
IGLV10-54		
IGLV10-67		
IGLV11-55		
IGLV@~withdrawn		
IGLVI-20		IGLV(I)-20
IGLVI-38		IGLV(I)-38
IGLVI-42		IGLV(I)-42
IGLVI-56		IGLV(I)-56
IGLVI-63		IGLV(I)-63
IGLVI-68		IGLV(I)-68
IGLVI-70		IGLV(I)-70
IGLVIV-53		IGLV(IV)-53
IGLVIV-59		IGLV(IV)-59
IGLVIV-64		IGLV(IV)-64
IGLVIV-65		IGLV(IV)-65
IGLVIV-66-1		IGLV(IV)-66-1
IGLVIVOR22-1		IGLV(IV)/OR22-1
IGLVIVOR22-2		IGLV(IV)/OR22-2
IGLVV-58		IGLV(V)-58
IGLVV-66		IGLV(V)-66
IGLVVI-22-1		IGLV(VI)-22-1
IGLVVI-25-1		IGLV(VI)-25-1
IGLVVII-41-1		IGLV(VII)-41-1
IGO1~withdrawn		
IGSF1		KIAA0364, IGDC1, IGCD1, INHBP, MGC75490, PGSF2
IGSF3		V8, EWI-3, MGC117164
IGSF5		JAM4
IGSF6		DORA
IGSF8		CD81P3, EWI2, PGRL, CD316
IGSF9		KIAA1355, Nrt1, IGSF9A
IGSF9B		KIAA1030
IGSF10		FLJ25972, CMF608
IGSF11		BT-IgSF, MGC35227, Igsf13, VSIG3, CT119
IGSF11-AS1		
IGSF21		MGC15730, RP11-121A23.1
IGSF22		FLJ37794, IGFN2
IGSF23		
IHG1	IHG	
IHG2~withdrawn		
IHH		HHG2, BDA1
II~withdrawn		
IK		RED, RER
IKBIP		FLJ31051, IKIP
IKBKAP	DYS	IKAP, TOT1, ELP1, IKI3
IKBKAP-IT1~withdrawn		
IKBKB		IKK2, NFKBIKB, IKK-beta, IKKB
IKBKE		IKKE, IKK-i, KIAA0151
IKBKG	IP2, IP1	IKK-gamma, NEMO, Fip3p, FIP-3, FIP3, ZC2HC9
IKBKGP1	IKBKGP	deltaNEMO
IKZF1	ZNFN1A1	hIk-1, LyF-1, Hs.54452, IKAROS, PPP1R92
IKZF2	ZNFN1A2	Helios
IKZF3	ZNFN1A3	Aiolos
IKZF4	ZNFN1A4	Eos
IKZF5	ZNFN1A5	Pegasus, FLJ22973
IL1A	IL1	IL1F1, IL-1A, IL1-ALPHA
IL1B		IL1F2, IL-1B, IL1-BETA
IL1F10		FKSG75, IL-1HY2, IL-1F10, IL1-theta, MGC11983, MGC119832, MGC119833
IL1R1	IL1R, IL1RA	D2S1473, CD121A
IL1R2	IL1RB	CD121b
IL1RAP		IL-1RAcP, IL1R3, C3orf13
IL1RAPL1	IL1RAPL, MRX34, MRX21, MRX10	OPHN4, TIGIRR-2, IL1R8
IL1RAPL2		IL-1R9, TIGIRR-1, IL1RAPL-2, IL1R9
IL1RL1		ST2, FIT-1, ST2L, ST2V, DER4, T1, IL33R
IL1RL2		IL1R-rp2, IL1RRP2
IL1RN		IL1RA, ICIL-1RA, IL1F3, IRAP, IL-1RN, MGC10430
IL2		IL-2, TCGF
IL2RA	IL2R, IDDM10	CD25
IL2RB	IL15RB	CD122
IL2RG	SCIDX1, IMD4, CIDX	CD132
IL2R~withdrawn		
IL3		IL-3, MULTI-CSF, MCGF, MGC79398, MGC79399
IL3RA		CD123
IL3RB~withdrawn		
IL4		BSF1, IL-4, BCGF1, BCGF-1, MGC79402
IL4I1		FIG1
IL4R		CD124
IL5		IL-5, EDF, TRF
IL5RA	IL5R	CDw125, CD125
IL6	IFNB2	IL-6, BSF2, HGF, HSF
IL6R		CD126
IL6RP1	IL6RL1	
IL6ST		GP130, CD130
IL6ST2~withdrawn		
IL6STP1	IL6STP	
IL7		IL-7
IL7R		CD127
IL9		IL-9, HP40, P40
IL9R		CD129
IL9RP1		
IL9RP2		
IL9RP3		
IL9RP4		
IL10		CSIF, TGIF, IL10A, IL-10
IL10RA	IL10R	HIL-10R, CDW210A, CD210a, CD210
IL10RB	CRFB4, D21S58, D21S66	CRF2-4, CDW210B, IL-10R2
IL10RB-AS1		IFNAR2-AS1
IL10R~withdrawn		
IL11		IL-11, AGIF
IL11RA		
IL11RB~withdrawn		
IL12A	NKSF1	CLMF, IL-12A, p35, NFSK
IL12A-AS1		
IL12B	NKSF2	CLMF, IL-12B, NKSF, CLMF2
IL12RB1	IL12RB	CD212
IL12RB2		
IL13		P600, IL-13, ALRH, BHR1, MGC116786, MGC116788, MGC116789
IL13RA1		IL-13Ra, NR4, CD213a1
IL13RA2		IL-13R, IL13BP, CD213a2, CT19
IL14~withdrawn		
IL15		IL-15, MGC9721
IL15RA		CD215, IL-15RA
IL15RB~withdrawn		
IL16		LCF, IL-16, prIL-16, HsT19289, FLJ42735, FLJ16806
IL17A	CTLA8, IL17	IL-17A, IL-17
IL17B		IL-17B, ZCYTO7, IL-20, MGC138900, MGC138901, NIRF
IL17C		IL-17C, CX2, IL-21, MGC126884, MGC138401
IL17D		IL-22, IL-27, IL-17D, IL27, FLJ30846
IL17F		IL-17F, ML-1, ML1
IL17RA	IL17R	hIL-17R, IL-17RA, CDw217, CD217
IL17RB	IL17BR	IL17RH1, EVI27, CRL4
IL17RC		IL17-RL
IL17RD		SEF, IL17RLM, FLJ35755, IL-17RD
IL17RE		FLJ23658
IL17REL		FLJ41993
IL18		IGIF, IL1F4, IL-1g, IL-18
IL18BP		IL18BPa
IL18R1		IL1RRP, IL-1Rrp, CD218a
IL18RAP		AcPL, CD218b
IL19		IL-19, MDA1, ZMDA1, IL-10C, NG.1
IL20		ZCYTO10, IL10D, IL-20
IL20RA		ZCYTOR7, IL-20R1
IL20RB	FNDC6	DIRS1, IL-20R2, MGC34923
IL20RB-AS1		
IL21		Za11, IL-21
IL21-AS1		
IL21R		CD360
IL21R-AS1		
IL22		ILTIF, IL-21, zcyto18, IL-TIF, IL-D110, TIFa, TIFIL-23, IL-22, MGC79382, MGC79384
IL22RA1	IL22R	CRF2-9
IL22RA2		CRF2-S1, IL-22BP
IL23A		SGRF, IL23P19, IL-23, IL-23A, P19
IL23R		IL-23R
IL24	ST16	mda-7, IL10B, Mob-5, C49A, FISP, IL-24
IL25	IL17E	IL-25, IL-17E
IL26		AK155, IL-26
IL27	IL30	IL-27, p28, IL27p28, IL-27A, IL27A, MGC71873
IL27RA		WSX-1, TCCR, CRL1, WSX1, zcytor1, IL-27R
IL31		IL-31
IL31RA		CRL3, GLM-R, CRL, Glmr, IL-31RA
IL32		NK4, TAIF, TAIFb, TAIFd
IL33	C9orf26	DVS27, DKFZp586H0523, NF-HEV, IL1F11
IL34	C16orf77	MGC34647, IL-34
IL36A	IL1F6	FIL1, FIL1E, IL-1F6, IL1(EPSILON), MGC129553, MGC129552
IL36B	IL1F8	FIL1, IL-1H2, IL-1F8, FILI-(ETA), IL1-ETA, IL1H2, MGC126880, MGC126882
IL36G	IL1F9	IL-1H1, IL-1RP2, IL-1F9, IL1H1, IL1E
IL36RN	IL1F5	FIL1, FIL1(DELTA), FIL1D, IL1HY1, IL1RP3, IL1L1, IL-1F5, IL36RA, MGC29840
IL37	IL1F7	FIL1, FIL1Z, FIL1(ZETA), IL-1H4, IL-1RP1, IL-1F7
ILA~withdrawn		
ILCF~withdrawn		
ILDR1	DFNB42	MGC50831
ILDR2	C1orf32	
ILF2		NF45
ILF2P1		
ILF2P2		
ILF3		NF90, MPHOSPH4, MPP4, DRBP76, NFAR-1
ILF3-AS1		
ILF3L~withdrawn		
ILK		
ILKAP		DKFZP434J2031, FLJ10181, PPM1O
ILVBL		209L8, AHAS, ILV2H, MGC1269, FLJ39061, MGC19535, HACL1L
IMD1~withdrawn		
IMD2~withdrawn		
IMD3~withdrawn		
IMD4~withdrawn		
IMD5~withdrawn		
IMMP1L	IMMP1	FLJ25059
IMMP1LP1		
IMMP1LP2		
IMMP1LP3		
IMMP2L	IMMP2L-IT1	IMP2
IMMP2L-IT1~withdrawn		
IMMT		P87, P89, HMP, MINOS2, Mic60
IMMTP1	IMMTP	
IMP3	MRPS4, C15orf12	FLJ10968, BRMS2
IMP3P1		
IMP3P2		
IMP4		MGC19606, BXDC4
IMPA1	IMPA	
IMPA1P1	IMPA1P	
IMPA2		
IMPACT		RWDD5
IMPAD1		FLJ20421, IMPA3, gPAPP
IMPA~withdrawn		
IMPDH1	RP10	sWSS2608, LCA11
IMPDH1P1		bA537H15.4
IMPDH1P2		
IMPDH1P3		
IMPDH1P4		
IMPDH1P5		
IMPDH1P6		
IMPDH1P7		
IMPDH1P8		
IMPDH1P9		
IMPDH1P10		
IMPDH1P11	IMPDHL1	
IMPDH2		
IMPG1	SPACR	IPM150, GP147
IMPG2		IPM200, RP56
IMPT1~withdrawn		
INA	NEF5	NF-66
INAFM1	PRR24	
INAFM2	LINC00984	OGU1
INCA1		
INCENP		FLJ31633
INE1		NCRNA00010
INE2		NCRNA00011
INF2	C14orf151, C14orf173	MGC13251
ING1		p33ING1, p33ING1b, p24ING1c, p33, p47, p47ING1a
ING2	ING1L	p33ING2
ING3		p47ING3, FLJ20089, Eaf4, MEAF4
ING4		p29ING4, my036
ING5		FLJ23842, p28ING5
INGX	ING2	ING1-like
INHA		
INHBA		
INHBA-AS1		
INHBB		
INHBC		
INHBE		activin, MGC4638
INIP	C9orf80	HSPC043, hSSBIP1, SOSS-C, MISE
INMT		
INMT-MINDY4	INMT-FAM188B	
INO80	INOC1	KIAA1259, Ino80, hINO80, INO80A
INO80-AS1		ENST00000560178
INO80B	HMGA1L4, ZNHIT4	HMGIYL4, PAPA-1, hIes2, PAP-1BP, IES2
INO80B-WBP1		
INO80C	C18orf37	FLJ38183, hIes6, IES6
INO80D		FLJ20309
INO80E	CCDC95	FLJ90652
INP10~withdrawn		
INPP1		
INPP3~withdrawn		
INPP4A	INPP4	
INPP4B		
INPP4~withdrawn		
INPP5A		5PTASE
INPP5B		
INPP5C~withdrawn		
INPP5D		SHIP, hp51CN, SHIP1
INPP5E	JBTS1	PPI5PIV, CORS1, pharbin
INPP5F		SAC2, KIAA0966, hSac2
INPP5J	PIB5PA	INPP5, PIPP
INPP5K		SKIP
INPPL1		SHIP2
INS	IDDM2, IDDM1	
INS-IGF2		
INSAF~withdrawn		
INSC		
INSIG1		CL-6, MGC1405
INSIG2		
INSL1~withdrawn		
INSL2~withdrawn		
INSL3	RLNL	RLF, MGC119818, MGC119819
INSL4		EPIL
INSL5		
INSL6		RIF1
INSM1		IA-1, IA1
INSM2		IA-6, Mlt1
INSR		CD220
INSRL~withdrawn		
INSRR		IRR
INSSA1~withdrawn		
INSSA2~withdrawn		
INT1L1~withdrawn		
INT1~withdrawn		
INT3~withdrawn		
INT4~withdrawn		
INT6~withdrawn		
INTS1		DKFZp586J0619, KIAA1440, INT1, NET28
INTS2	KIAA1287	INT2
INTS3	C1orf60	FLJ21919, INT3, SOSS-A
INTS4		INT4, MGC16733, MST093
INTS4P1	INTS4L1	FLJ25037
INTS4P2	INTS4L2	MGC133166
INTS5	KIAA1698	INT5
INTS6	DDX26	DICE1, HDB, Notchl2, DBI-1, DDX26A, INT6
INTS6-AS1		
INTS6L	DDX26B	FLJ41215
INTS6L-AS1	DDX26B-AS1	
INTS6P1		
INTS7	C1orf73	DKFZP434B168, INT7
INTS8	C8orf52	FLJ20530, INT8, MGC131633
INTS9		FLJ10871, CPSF2L, RC-74
INTS9-AS1		ENST00000520055
INTS10	C8orf35	FLJ10569, INT10
INTS11	CPSF3L	FLJ20542, RC-68, CPSF73L, INT11
INTS12	PHF22	SBBI22, INT12
INTS13	C12orf11, ASUN	FLJ10637, NET48, Mat89Bb, SPATA30
INTS14	C15orf44, VWA9	DKFZP564O1664
INTU	PDZK6, PDZD6	KIAA1284
INVS	NPHP2	
IOSCA~withdrawn		
IP1~withdrawn		
IP2~withdrawn		
IP6K1	IHPK1	KIAA0263
IP6K2	IHPK2	
IP6K3	IHPK3	INSP6K3
IPCEF1		PIP3-E, KIAA0403
IPMK		
IPMKP1		
IPO4		Imp4, FLJ23338
IPO5	KPNB3, RANBP5	IMB3, MGC2068, Pse1
IPO5P1		
IPO7	RANBP7	Imp7
IPO7P1		
IPO7P2		
IPO8	RANBP8	IMP8
IPO8P1		
IPO9		Imp9, FLJ10402
IPO9-AS1		
IPO11		RanBP11
IPO13		IMP13, KIAA0724, RANBP13
IPP		KLHL27
IPPK	C9orf12	INSP5K2, FLJ13163, IP5K, IPK1
IPPKP1		
IPW		NCRNA00002
IQANK1		
IQCA1	IQCA	FLJ22527, DRC11
IQCA1-AS1		
IQCA1L	IQCA1P1	TCAG_9762
IQCB1		KIAA0036, NPHP5, SLSN5
IQCB2P	IQCB1P1	dJ313I6.1
IQCC		FLJ10547
IQCD		DRC10, CFAP84
IQCE		KIAA1023
IQCF1		MGC39725
IQCF2		
IQCF3		
IQCF5		
IQCF5-AS1		
IQCF6		
IQCG		DKFZp434B227, DRC9, CFAP122
IQCH		FLJ12476
IQCH-AS1		
IQCJ		
IQCJ-SCHIP1		
IQCJ-SCHIP1-AS1		
IQCK		MGC35048, FLJ36575
IQGAP1		p195, KIAA0051, SAR1, HUMORFA01
IQGAP2		
IQGAP3		
IQSEC1		KIAA0763, GEP100, BRAG2, ARF-GEP100
IQSEC2	MRX1, MRX78, MRX18	KIAA0522
IQSEC3		KIAA1110, MGC30156
IQSEC3P1		
IQSEC3P2		
IQSEC3P3		
IQUB		FLJ35834
IRAIN		IGF1R-AS
IRAK1		IRAK, pelle
IRAK1BP1		AIP70, SIMPL
IRAK2		
IRAK3		IRAK-M
IRAK4		NY-REN-64
IREB1~withdrawn		
IREB2		IRP2
IRF1		MAR
IRF2		
IRF2BP1		DKFZP434M154, IRF-2BP1
IRF2BP2		IRF-2BP2
IRF2BPL	C14orf4	EAP1, KIAA1865
IRF3		
IRF4	MUM1	LSIRF
IRF5		
IRF5P1		
IRF6	VWS, LPS	OFC6, VWS1
IRF7		
IRF8	ICSBP1	IRF-8, ICSBP
IRF9	ISGF3G	
IRGC	IRGC1	Iigp5, CINEMA
IRGM	IRGM1	LRG47, LRG-47, IFI1
IRGQ	IRGQ1	FKSG27
IRID1~withdrawn		
IRID2~withdrawn		
IRS1		HIRS-1
IRS2		
IRS3P	IRS3L	
IRS4		PY160, IRS-4
IRX1		IRX-5
IRX1P1		
IRX2		
IRX3		IRX-1
IRX4		
IRX4P1		
IRX5		IRX-2a
IRX6	IRX7	IRX-3
ISCA1	HBLD2	MGC4276, ISA1, hIscA
ISCA1P1	ISCA1L	
ISCA1P2		
ISCA1P3		
ISCA1P4		
ISCA1P5		
ISCA1P6		
ISCA2	HBLD1	ISA2
ISCA2P1		
ISCU	NIFUN	ISU2, hnifU, IscU
ISCUP1		
ISG15	G1P2	IFI15, UCRP
ISG20		HEM45, CD25
ISG20L2		FLJ12671
ISL1		Isl-1, ISLET1
ISL2		FLJ10160
ISLR		HsT17563
ISLR2		KIAA1465
ISM1	C20orf82	bA149I18.1
ISM1-AS1		
ISM2	THSD3	FLJ32147, TAIL1
ISOC1		CGI-111
ISOC2		FLJ23469
ISPD		hCG_1745121, IspD, Nip
ISPD-AS1		
IST1	KIAA0174	
ISX		RAXLX
ISX-AS1		
ISY1		KIAA1160, fSAP33
ISY1-RAB43		
ISYNA1		Ino1, INOS, IPS
ITCH		AIP4
ITCH-AS1		
ITCH-IT1		
ITFG1		CDA08, TIP, LNKN-1
ITFG1-AS1		
ITFG2		MDS028
ITFG2-AS1		
ITGA1		VLA1, CD49a
ITGA2	CD49B	CD49b
ITGA2B	GP2B	CD41B, CD41, PPP1R93
ITGA3	MSK18	CD49c, VLA3a, VCA-2, GAP-B3
ITGA4	CD49D	CD49d
ITGA5	FNRA	CD49e
ITGA6		CD49f
ITGA7		
ITGA8		
ITGA9		RLC, ITGA4L, ALPHA-RLC
ITGA9-AS1		
ITGA10		
ITGA11		HsT18964
ITGAD		CD11d, ADB2
ITGAE		CD103, HUMINAE
ITGAL	CD11A	LFA-1
ITGAM	CR3A, CD11B	MAC-1, CD11b
ITGAV	VNRA, MSK8, VTNR	CD51
ITGAW~withdrawn		
ITGAX	CD11C	CD11c
ITGB1	FNRB, MSK12, MDF2	CD29, GPIIA
ITGB1BP1		ICAP-1A, ICAP-1B, ICAP1, ICAP1A, ICAP1B, ICAP-1alpha
ITGB1BP2		CHORDC3
ITGB1P1	FNRBL	ITGB1L
ITGB2	CD18, MFI7	LFA-1, MAC-1
ITGB2-AS1		
ITGB3	GP3A	CD61, GPIIIa
ITGB3BP		NRIF3, HSU37139, TAP20, CENPR
ITGB4		CD104
ITGB5		
ITGB5-AS1		
ITGB6		
ITGB7		
ITGB8		
ITGBL1		TIED, OSCP
ITIH1		H1P, IATIH, ITIH
ITIH2		H2P
ITIH2-AS1~withdrawn		
ITIH3		H3P
ITIH4	ITIHL1	IHRP, H4P
ITIH4-AS1		
ITIH5		MGC10848
ITIH6	ITIH5L	UNQ6369
ITIHL1~withdrawn		
ITI~withdrawn		
ITK		EMT, PSCTK2, LYK
ITLN1		ITLN, FLJ20022, LFR, HL-1, hIntL
ITLN2		HL-2
ITM2A		BRICD2A, E25A
ITM2B		BRI, E25B, E3-16, BRICD2B, BRI2
ITM2BP1	ITM2BP	HsT33912
ITM2C		BRI3, E25, hRPC.1050_D_4, ITM3, BRICD2C
ITPA	C20orf37	HLC14-06-P, dJ794I6.3
ITPK1		
ITPK1-AS1	C14orf85, NCRNA00203, ITPK1AS, ITPK1-AS	
ITPKA		IP3KA, IP3-3KA
ITPKB		IP3KB, IP3-3KB
ITPKB-AS1		
ITPKB-IT1		
ITPKC		IP3KC, IP3-3KC
ITPR1	SCA15, SCA16, SCA29	Insp3r1, IP3R1, ACV, PPP1R94
ITPR1-AS1		
ITPR2		IP3R2, CFAP48
ITPR3		IP3R3
ITPRIP	KIAA1754	bA127L20.2, DANGER
ITPRIPL1	KIAA1754L	
ITPRIPL2		FLJ22994, MGC126798, MGC126800, LOC162073
ITSN1	SH3D1A, ITSN	SH3P17, MGC134948, MGC134949
ITSN2	SH3D1B	KIAA1256, SWAP, SH3P18, SWA, PRO2015
IV		SIV
IVD		ACAD2
IVL		
IVNS1ABP		NS1-BP, HSPC068, NS-1, KIAA0850, ND1, KLHL39
IWS1		DKFZp761G0123, FLJ10006, FLJ14655, FLJ32319
IYD	C6orf71	dJ422F24.1, DEHAL1
IZUMO1		IZUMO, MGC34799, OBF
IZUMO1R	FOLR4	Folbp3, JUNO
IZUMO2	C19orf41	MGC33947, SCRL
IZUMO3	C9orf134	bA20A20.1
IZUMO4	C19orf36	
JADE1	PHF17	JADE-1
JADE2	PHF15	KIAA0239, JADE-2
JADE3	PHF16	KIAA0215, JADE-3
JADRR	LINC00915	lncRNA-JADE
JAG1	AGS, JAGL1	AHD, AWS, HJ1, CD339
JAG2		
JAGN1		GL009, FLJ14602
JAK1	JAK1B	JAK1A, JTK3
JAK1B~withdrawn		
JAK2		JTK10
JAK3		L-JAK, JAKL, LJAK, JAK3_HUMAN, JAK-3
JAKMIP1		MARLIN1, JAMIP1, Gababrbp, FLJ31564
JAKMIP2		JAMIP2, KIAA0555
JAKMIP2-AS1		
JAKMIP3	C10orf39, C10orf14	FLJ37857, NECC2, KIAA4091, bA140A10.5
JAM2	C21orf43	VE-JAM, JAM-B, JAMB, CD322
JAM3		JAM-C, JAMC
JAML	AMICA1	Gm638, AMICA
JARID2	JMJ	
JARID2-AS1		
JAZF1		TIP27, DKFZp761K2222, ZNF802
JAZF1-AS1		
JBS		
JBTS1~withdrawn		
JCHAIN	IGJ	IGCJ, JCH
JDP2		JUNDM2
JHDM1D-AS1		
JKAMP	C14orf100	HSPC213, JAMP, HSPC327, CDA06
JKAMPP1		
JK~withdrawn		
JMJD1C	TRIP8	DKFZp761F0118, KIAA1380, FLJ14374, KDM3C
JMJD1C-AS1		
JMJD4		FLJ12517
JMJD6	PTDSR	PTDSR1, KIAA0585
JMJD7		
JMJD7-PLA2G4B		
JMJD8	C16orf20	
JMS~withdrawn		
JMY		FLJ37870, WHAMM2
JOSD1		KIAA0063
JOSD2		SBBI54
JPD		
JPH1		JP-1
JPH2		JP-2
JPH3	TNRC22	JP-3, CAGL237, HDL2, JP3
JPH4	JPHL1	KIAA1831
